fake uint32 uint64 1 2000000 6.4e-08 0.0358413 4293767553
sorted uint32 uint64 1 2000000 1.765e-06 0.0437679 4294567810
sorted_bf uint32 uint64 1 2000000 1.75e-07 0.0439891 4294567810
eytzinger_bf_a uint32 uint64 1 2000000 2.11e-06 0.0476013 4294567810
eytzinger_bfp_a uint32 uint64 1 2000000 2.84e-07 0.047542 4294567810
eytzinger_bfpm_a uint32 uint64 1 2000000 2.63e-07 0.0478452 4294567810
esmixed uint32 uint64 1 2000000 1.205e-06 0.0481127 4294567810
esmixed_pf uint32 uint64 1 2000000 4.88e-07 0.0481945 4294567810
ricer_pf uint32 uint64 1 2000000 3.46e-07 0.0439846 4294567810
eytzinger_unrolled uint32 uint64 1 2000000 1.83e-07 0.0456105 4293767156
hybrid uint32 uint64 1 2000000 3.27e-07 0.0445423 4294567810
fetcher_0 uint32 uint64 1 2000000 2.79e-07 0.0478949 4294567810
fetcher_1 uint32 uint64 1 2000000 2.91e-07 0.047873 4294567810
fetcher_2 uint32 uint64 1 2000000 2.69e-07 0.0480069 4294567810
fake uint32 uint64 1 2000000 7.5e-08 0.0341999 4293767553
sorted uint32 uint64 1 2000000 1.748e-06 0.0437906 4294567810
sorted_bf uint32 uint64 1 2000000 1.62e-07 0.0440131 4294567810
eytzinger_bf_a uint32 uint64 1 2000000 2.015e-06 0.0476611 4294567810
eytzinger_bfp_a uint32 uint64 1 2000000 3.04e-07 0.0480283 4294567810
eytzinger_bfpm_a uint32 uint64 1 2000000 2.81e-07 0.04788 4294567810
esmixed uint32 uint64 1 2000000 1.699e-06 0.0481274 4294567810
esmixed_pf uint32 uint64 1 2000000 5.17e-07 0.0482722 4294567810
ricer_pf uint32 uint64 1 2000000 2.71e-07 0.0440545 4294567810
eytzinger_unrolled uint32 uint64 1 2000000 2.31e-07 0.0456228 4293767156
hybrid uint32 uint64 1 2000000 3.58e-07 0.0445522 4294567810
fetcher_0 uint32 uint64 1 2000000 3.16e-07 0.0478643 4294567810
fetcher_1 uint32 uint64 1 2000000 3.3e-07 0.0480578 4294567810
fetcher_2 uint32 uint64 1 2000000 3.06e-07 0.0480214 4294567810
fake uint32 uint64 1 2000000 4.7e-08 0.03421 4293767553
sorted uint32 uint64 1 2000000 1.82e-06 0.0437746 4294567810
sorted_bf uint32 uint64 1 2000000 1.36e-07 0.0438631 4294567810
eytzinger_bf_a uint32 uint64 1 2000000 1.945e-06 0.0475814 4294567810
eytzinger_bfp_a uint32 uint64 1 2000000 3.06e-07 0.0475129 4294567810
eytzinger_bfpm_a uint32 uint64 1 2000000 2.82e-07 0.0478452 4294567810
esmixed uint32 uint64 1 2000000 1.042e-06 0.0481404 4294567810
esmixed_pf uint32 uint64 1 2000000 4.67e-07 0.0481819 4294567810
ricer_pf uint32 uint64 1 2000000 1.91e-07 0.0437585 4294567810
eytzinger_unrolled uint32 uint64 1 2000000 1.1e-07 0.045638 4293767156
hybrid uint32 uint64 1 2000000 3.43e-07 0.0445528 4294567810
fetcher_0 uint32 uint64 1 2000000 2.85e-07 0.0482968 4294567810
fetcher_1 uint32 uint64 1 2000000 3.05e-07 0.0479373 4294567810
fetcher_2 uint32 uint64 1 2000000 3.1e-07 0.0480516 4294567810
fake uint32 uint64 2 2000000 7.4e-08 0.0341776 285277
sorted uint32 uint64 2 2000000 1.836e-06 0.0503965 1428250
sorted_bf uint32 uint64 2 2000000 1.71e-07 0.0476227 1428250
eytzinger_bf_a uint32 uint64 2 2000000 1.999e-06 0.047162 1428250
eytzinger_bfp_a uint32 uint64 2 2000000 2.94e-07 0.0475557 1428250
eytzinger_bfpm_a uint32 uint64 2 2000000 3.02e-07 0.0477853 1428250
esmixed uint32 uint64 2 2000000 1.192e-06 0.0525762 1428250
esmixed_pf uint32 uint64 2 2000000 4.67e-07 0.0526381 1428250
ricer_pf uint32 uint64 2 2000000 2.39e-07 0.0469376 1428250
eytzinger_unrolled uint32 uint64 2 2000000 2.23e-07 0.0527014 856594
hybrid uint32 uint64 2 2000000 3.37e-07 0.0474447 1428250
fetcher_0 uint32 uint64 2 2000000 2.82e-07 0.0478153 1428250
fetcher_1 uint32 uint64 2 2000000 3.02e-07 0.0485216 1428250
fetcher_2 uint32 uint64 2 2000000 3.54e-07 0.0495706 1428250
fake uint32 uint64 3 2000000 7.3e-08 0.03425 1997140
sorted uint32 uint64 3 2000000 1.753e-06 0.05183 3330216
sorted_bf uint32 uint64 3 2000000 1.85e-07 0.0477883 3330216
eytzinger_bf_a uint32 uint64 3 2000000 2.31e-06 0.0483172 3330216
eytzinger_bfp_a uint32 uint64 3 2000000 3.29e-07 0.0491782 3330216
eytzinger_bfpm_a uint32 uint64 3 2000000 3.26e-07 0.0490863 3330216
esmixed uint32 uint64 3 2000000 1.291e-06 0.0521201 3330216
esmixed_pf uint32 uint64 3 2000000 6.72e-07 0.0520188 3330216
ricer_pf uint32 uint64 3 2000000 3.26e-07 0.0475248 3330216
eytzinger_unrolled uint32 uint64 3 2000000 1.77e-07 0.0532077 2440386
hybrid uint32 uint64 3 2000000 3.99e-07 0.0475462 3330216
fetcher_0 uint32 uint64 3 2000000 3.37e-07 0.049097 3330216
fetcher_1 uint32 uint64 3 2000000 3.41e-07 0.0504134 3330216
fetcher_2 uint32 uint64 3 2000000 3.14e-07 0.0512403 3330216
fake uint32 uint64 3 2000000 4.9e-08 0.0341814 1997140
sorted uint32 uint64 3 2000000 1.792e-06 0.0519774 3330216
sorted_bf uint32 uint64 3 2000000 2e-07 0.0476196 3330216
eytzinger_bf_a uint32 uint64 3 2000000 2.039e-06 0.0484293 3330216
eytzinger_bfp_a uint32 uint64 3 2000000 3.29e-07 0.0486621 3330216
eytzinger_bfpm_a uint32 uint64 3 2000000 3e-07 0.0490469 3330216
esmixed uint32 uint64 3 2000000 1.094e-06 0.0520541 3330216
esmixed_pf uint32 uint64 3 2000000 4.9e-07 0.0520892 3330216
ricer_pf uint32 uint64 3 2000000 3.37e-07 0.0475029 3330216
eytzinger_unrolled uint32 uint64 3 2000000 2.11e-07 0.053332 2440386
hybrid uint32 uint64 3 2000000 4.38e-07 0.0475028 3330216
fetcher_0 uint32 uint64 3 2000000 3.17e-07 0.0496275 3330216
fetcher_1 uint32 uint64 3 2000000 3.48e-07 0.0503928 3330216
fetcher_2 uint32 uint64 3 2000000 3.4e-07 0.0512589 3330216
fake uint32 uint64 5 2000000 4.9e-08 0.0342186 5683854
sorted uint32 uint64 5 2000000 1.789e-06 0.0574366 7221560
sorted_bf uint32 uint64 5 2000000 1.76e-07 0.047 7221560
eytzinger_bf_a uint32 uint64 5 2000000 1.93e-06 0.0512989 7221560
eytzinger_bfp_a uint32 uint64 5 2000000 2.94e-07 0.0526348 7221560
eytzinger_bfpm_a uint32 uint64 5 2000000 2.83e-07 0.0527357 7221560
esmixed uint32 uint64 5 2000000 1.177e-06 0.0523612 7221560
esmixed_pf uint32 uint64 5 2000000 4.49e-07 0.0518164 7221560
ricer_pf uint32 uint64 5 2000000 3.2e-07 0.04697 7221560
eytzinger_unrolled uint32 uint64 5 2000000 2.34e-07 0.0472653 7221560
hybrid uint32 uint64 5 2000000 3.34e-07 0.0474161 7221560
fetcher_0 uint32 uint64 5 2000000 3.11e-07 0.0528964 7221560
fetcher_1 uint32 uint64 5 2000000 3.38e-07 0.0546286 7221560
fetcher_2 uint32 uint64 5 2000000 3.01e-07 0.0558466 7221560
fake uint32 uint64 6 2000000 6.7e-08 0.0342417 7592549
sorted uint32 uint64 6 2000000 1.805e-06 0.0594389 9191988
