fake uint64 uint64 1 2000000 6.7e-08 0.0372811 18446744073707951943
sorted uint64 uint64 1 2000000 1.653e-06 0.042956 18446744073709152130
sorted_bf uint64 uint64 1 2000000 9.1e-08 0.0438101 18446744073709152130
sorted_bfp uint64 uint64 1 2000000 1.28e-07 0.043839 18446744073709152130
sorted_stl uint64 uint64 1 2000000 9.3e-08 0.0454347 18446744073709152130
veb uint64 uint64 1 2000000 1.419e-06 0.0458474 18446744073709152130
veb2 uint64 uint64 1 2000000 1.066e-06 0.0467173 18446744073709152130
eytzinger_branchy uint64 uint64 1 2000000 2.17e-07 0.0443771 18446744073709152130
eytzinger_bf uint64 uint64 1 2000000 9.7e-08 0.0470862 18446744073709152130
eytzinger_bfp uint64 uint64 1 2000000 9.9e-08 0.0471239 18446744073709152130
eytzinger_bf_a uint64 uint64 1 2000000 2.426e-06 0.0471627 18446744073709152130
eytzinger_bfp_a uint64 uint64 1 2000000 2.23e-07 0.0471971 18446744073709152130
btree32_a uint64 uint64 1 2000000 1.6166e-05 0.0466649 18446744073709152130
btree16_naive_a uint64 uint64 1 2000000 1.143e-06 0.0457368 18446744073709152130
btree16_a uint64 uint64 1 2000000 2.58e-07 0.0466195 18446744073709152130
btree8_a uint64 uint64 1 2000000 9.54e-07 0.0445346 18446744073709152130
btree16_bf_a uint64 uint64 1 2000000 2.27e-07 0.0456327 18446744073709152130
fake uint64 uint64 1 2000000 7.1e-08 0.037285 18446744073707951943
sorted uint64 uint64 1 2000000 1.687e-06 0.0429546 18446744073709152130
sorted_bf uint64 uint64 1 2000000 1.15e-07 0.0437416 18446744073709152130
sorted_bfp uint64 uint64 1 2000000 9.7e-08 0.0438546 18446744073709152130
sorted_stl uint64 uint64 1 2000000 8.9e-08 0.0452673 18446744073709152130
veb uint64 uint64 1 2000000 9.36e-07 0.0457949 18446744073709152130
veb2 uint64 uint64 1 2000000 7.96e-07 0.0467333 18446744073709152130
eytzinger_branchy uint64 uint64 1 2000000 1.17e-07 0.0443373 18446744073709152130
eytzinger_bf uint64 uint64 1 2000000 7.4e-08 0.0469429 18446744073709152130
eytzinger_bfp uint64 uint64 1 2000000 8.7e-08 0.0471651 18446744073709152130
eytzinger_bf_a uint64 uint64 1 2000000 2.256e-06 0.0471462 18446744073709152130
eytzinger_bfp_a uint64 uint64 1 2000000 1.56e-07 0.0469879 18446744073709152130
btree32_a uint64 uint64 1 2000000 8.53e-07 0.0466581 18446744073709152130
btree16_naive_a uint64 uint64 1 2000000 8.5e-07 0.0457878 18446744073709152130
btree16_a uint64 uint64 1 2000000 1.99e-07 0.0465998 18446744073709152130
btree8_a uint64 uint64 1 2000000 8.52e-07 0.0445137 18446744073709152130
btree16_bf_a uint64 uint64 1 2000000 1.93e-07 0.0456757 18446744073709152130
fake uint64 uint64 1 2000000 7.3e-08 0.0373069 18446744073707951943
sorted uint64 uint64 1 2000000 1.671e-06 0.0429678 18446744073709152130
sorted_bf uint64 uint64 1 2000000 1.02e-07 0.0435922 18446744073709152130
sorted_bfp uint64 uint64 1 2000000 1.08e-07 0.0437343 18446744073709152130
sorted_stl uint64 uint64 1 2000000 1.04e-07 0.0453101 18446744073709152130
veb uint64 uint64 1 2000000 8.27e-07 0.0458453 18446744073709152130
veb2 uint64 uint64 1 2000000 7.41e-07 0.0465218 18446744073709152130
eytzinger_branchy uint64 uint64 1 2000000 1.2e-07 0.0443304 18446744073709152130
eytzinger_bf uint64 uint64 1 2000000 7.2e-08 0.0469522 18446744073709152130
eytzinger_bfp uint64 uint64 1 2000000 1.06e-07 0.0470567 18446744073709152130
eytzinger_bf_a uint64 uint64 1 2000000 1.853e-06 0.0470837 18446744073709152130
eytzinger_bfp_a uint64 uint64 1 2000000 2.21e-07 0.0471487 18446744073709152130
btree32_a uint64 uint64 1 2000000 8.02e-07 0.0466615 18446744073709152130
btree16_naive_a uint64 uint64 1 2000000 8.9e-07 0.045857 18446744073709152130
btree16_a uint64 uint64 1 2000000 2.65e-07 0.046669 18446744073709152130
btree8_a uint64 uint64 1 2000000 1.35e-06 0.0445751 18446744073709152130
btree16_bf_a uint64 uint64 1 2000000 3.3e-07 0.0456378 18446744073709152130
fake uint64 uint64 2 2000000 6.4e-08 0.0432732 718
sorted uint64 uint64 2 2000000 1.7e-06 0.0502724 1428250
sorted_bf uint64 uint64 2 2000000 1.44e-07 0.0466482 1428250
sorted_bfp uint64 uint64 2 2000000 1.05e-07 0.0473146 1428250
sorted_stl uint64 uint64 2 2000000 1.09e-07 0.0518614 1428250
veb uint64 uint64 2 2000000 3.65e-07 0.0544568 1428250
veb2 uint64 uint64 2 2000000 7.85e-07 0.0513663 1428250
eytzinger_branchy uint64 uint64 2 2000000 1.33e-07 0.0520115 1428250
eytzinger_bf uint64 uint64 2 2000000 8e-08 0.0470855 1428250
eytzinger_bfp uint64 uint64 2 2000000 9e-08 0.0481006 1428250
eytzinger_bf_a uint64 uint64 2 2000000 1.799e-06 0.0471562 1428250
eytzinger_bfp_a uint64 uint64 2 2000000 2.82e-07 0.0480836 1428250
btree32_a uint64 uint64 2 2000000 8.22e-07 0.052687 1428250
btree16_naive_a uint64 uint64 2 2000000 9.03e-07 0.0523307 1428250
btree16_a uint64 uint64 2 2000000 2.3e-07 0.0526475 1428250
btree8_a uint64 uint64 2 2000000 9.06e-07 0.0511126 1428250
btree16_bf_a uint64 uint64 2 2000000 2.15e-07 0.0490694 1428250
fake uint64 uint64 3 2000000 6.8e-08 0.0456752 1778691
sorted uint64 uint64 3 2000000 1.638e-06 0.0519342 3330216
sorted_bf uint64 uint64 3 2000000 1.37e-07 0.0467683 3330216
sorted_bfp uint64 uint64 3 2000000 1.08e-07 0.0475483 3330216
